candidate_id,selected_occupation,semantic_similarity_score,semantic_normalized_score,semantic_percentage,semantic_rank
Candidate_047,Information Technology (IT) Analyst,0.5547192692756653,0.799865211570982,79.99,2
Candidate_047,Inside Sales Representative,0.4708830416202545,0.23662957648963037,23.66,10
Candidate_047,Licensed Practical Nurse (L.P.N.),0.45666390657424927,0.14110138084058166,14.11,13
Candidate_047,Office Administrator,0.5187963247299194,0.5585246473416526,55.85,4
Candidate_047,Office Manager,0.5014857649803162,0.44222738079172785,44.22,6
Candidate_047,Restaurant Manager,0.4608059525489807,0.1689288244214529,16.89,12
Candidate_047,Retail Sales Associate,0.47065094113349915,0.2350702593696178,23.51,11
Candidate_047,Secondary School Teacher,0.4971967041492462,0.4134122495692256,41.34,9
Candidate_047,Software Developer,0.5845088362693787,1.0,100.0,1
Candidate_048,Administrative Assistant,0.5169727802276611,0.6510348365426936,65.1,3
Candidate_048,Bookkeeper,0.4805609881877899,0.4216220976432645,42.16,7
Candidate_048,Continuing Care Assistant,0.4827270805835724,0.43526957724771637,43.53,6
Candidate_048,Delivery Driver,0.4136422276496887,0.0,0.0,15
Candidate_048,"Driver, Truck",0.43418726325035095,0.12944413399848884,12.94,13
Candidate_048,Food Service Supervisor,0.46734124422073364,0.33833101249945546,33.83,9
Candidate_048,Information Technology (IT) Analyst,0.5481593608856201,0.8475260962372448,84.75,2
Candidate_048,Inside Sales Representative,0.45397698879241943,0.254129431928966,25.41,11
Candidate_048,Licensed Practical Nurse (L.P.N.),0.45622360706329346,0.2682842653471712,26.83,10
Candidate_048,Office Administrator,0.5041776299476624,0.5704189067595601,57.04,4
Candidate_048,Office Manager,0.47947952151298523,0.41480830963679327,41.48,8
Candidate_048,Restaurant Manager,0.4318207800388336,0.11453409072132117,11.45,14
Candidate_048,Retail Sales Associate,0.45048272609710693,0.23211380648301286,23.21,12
Candidate_048,Secondary School Teacher,0.4968123733997345,0.5240140586953158,52.4,5
Candidate_048,Software Developer,0.5723596215248108,1.0,100.0,1
Candidate_049,Administrative Assistant,0.45249345898628235,0.4897916208493893,48.98,3
Candidate_049,Bookkeeper,0.438496857881546,0.3877299954885375,38.77,9
Candidate_049,Continuing Care Assistant,0.41715267300605774,0.23209062389440918,23.21,12
Candidate_049,Delivery Driver,0.38532406091690063,0.0,0.0,15
Candidate_049,"Driver, Truck",0.41280898451805115,0.20041694084594702,20.04,14
Candidate_049,Food Service Supervisor,0.4481981694698334,0.4584708576038136,45.85,4
Candidate_049,Information Technology (IT) Analyst,0.5060588717460632,0.8803845261182386,88.04,2
Candidate_049,Inside Sales Representative,0.44214457273483276,0.4143287178493102,41.43,8
Candidate_049,Licensed Practical Nurse (L.P.N.),0.41318702697753906,0.20317358351812365,20.32,13
Candidate_049,Office Administrator,0.4425480365753174,0.41727073034406204,41.73,7
Candidate_049,Office Manager,0.4379824995994568,0.38397935332227057,38.4,10
Candidate_049,Restaurant Manager,0.42471060156822205,0.2872021804532846,28.72,11
Candidate_049,Retail Sales Associate,0.44514745473861694,0.4362253923190395,43.62,5
Candidate_049,Secondary School Teacher,0.44258829951286316,0.41756432311111846,41.76,6
Candidate_049,Software Developer,0.522462785243988,1.0,100.0,1
Candidate_050,Administrative Assistant,0.45282796025276184,0.47704435800673956,47.7,3
Candidate_050,Bookkeeper,0.4432658553123474,0.41908081323223123,41.91,6
Candidate_050,Continuing Care Assistant,0.4297361671924591,0.3370665822643487,33.71,9
Candidate_050,Delivery Driver,0.37413111329078674,0.0,0.0,15
Candidate_050,"Driver, Truck",0.4047526717185974,0.18562168937237158,18.56,14
Candidate_050,Food Service Supervisor,0.45096555352211,0.46575482535747686,46.58,4
Candidate_050,Information Technology (IT) Analyst,0.5113330483436584,0.8316903605579585,83.17,2
Candidate_050,Inside Sales Representative,0.4161098599433899,0.2544666656911262,25.45,11
Candidate_050,Licensed Practical Nurse (L.P.N.),0.40883979201316833,0.2103969853630989,21.04,13
Candidate_050,Office Administrator,0.4424803555011749,0.414319272362414,41.43,7
Candidate_050,Office Manager,0.43751898407936096,0.38424444298715554,38.42,8
Candidate_050,Restaurant Manager,0.40903112292289734,0.21155679461241506,21.16,12
Candidate_050,Retail Sales Associate,0.41656556725502014,0.2572290711788666,25.72,10
Candidate_050,Secondary School Teacher,0.44961169362068176,0.4575480006568639,45.75,5
Candidate_050,Software Developer,0.5390986800193787,1.0,100.0,1
Candidate_051,Administrative Assistant,0.4823378920555115,0.5153194846019643,51.53,3
Candidate_051,Bookkeeper,0.45167380571365356,0.32648189048287274,32.65,7
Candidate_051,Continuing Care Assistant,0.4494553208351135,0.31281987093392494,31.28,8
Candidate_051,Delivery Driver,0.4028519093990326,0.02582367625785465,2.58,14
Candidate_051,"Driver, Truck",0.416980504989624,0.11283132324477736,11.28,13
Candidate_051,Food Service Supervisor,0.43208879232406616,0.20587217238957972,20.59,10
Candidate_051,Information Technology (IT) Analyst,0.5206995606422424,0.7515608361801992,75.16,2
Candidate_051,Inside Sales Representative,0.4374023973941803,0.23859476475228322,23.86,9
Candidate_051,Licensed Practical Nurse (L.P.N.),0.42629534006118774,0.17019455347183043,17.02,12
Candidate_051,Office Administrator,0.4789681136608124,0.4945674935700046,49.46,4
Candidate_051,Office Manager,0.4568690359592438,0.3584754992124701,35.85,6
Candidate_051,Restaurant Manager,0.3986585736274719,0.0,0.0,15
Candidate_051,Retail Sales Associate,0.42897358536720276,0.18668789993616805,18.67,11
Candidate_051,Secondary School Teacher,0.46723055839538574,0.42228450843708626,42.23,5
Candidate_051,Software Developer,0.5610419511795044,1.0,100.0,1
Candidate_052,Administrative Assistant,0.42723920941352844,0.48929884429338577,48.93,3
Candidate_052,Bookkeeper,0.40194711089134216,0.3137602598592071,31.38,8
Candidate_052,Continuing Care Assistant,0.39150452613830566,0.24128400630618593,24.13,9
Candidate_052,Delivery Driver,0.3567396402359009,0.0,0.0,15
Candidate_052,"Driver, Truck",0.3743646740913391,0.12232569357082607,12.23,13
Candidate_052,Food Service Supervisor,0.4140757918357849,0.3979387823401973,39.79,6
Candidate_052,Information Technology (IT) Analyst,0.4826410114765167,0.8738123673886955,87.38,2
Candidate_052,Inside Sales Representative,0.38673830032348633,0.20820424695394754,20.82,10
Candidate_052,Licensed Practical Nurse (L.P.N.),0.3826178014278412,0.17960612399986928,17.96,11
Candidate_052,Office Administrator,0.42318210005760193,0.4611406733686095,46.11,4
Candidate_052,Office Manager,0.4097151756286621,0.36767413681908273,36.77,7
Candidate_052,Restaurant Manager,0.3597165048122406,0.0206607843680721,2.07,14
Candidate_052,Retail Sales Associate,0.3791252076625824,0.15536594618230437,15.54,12
Candidate_052,Secondary School Teacher,0.42160195112228394,0.450173726238557,45.02,5
Candidate_052,Software Developer,0.5008224844932556,1.0,100.0,1
Candidate_053,Administrative Assistant,0.46631622314453125,0.5715391390920006,57.15,3
Candidate_053,Bookkeeper,0.4322608709335327,0.3831228896686885,38.31,8
Candidate_053,Continuing Care Assistant,0.4510675370693207,0.48717353860947904,48.72,5
Candidate_053,Delivery Driver,0.36301320791244507,0.0,0.0,15
Candidate_053,"Driver, Truck",0.38215863704681396,0.10592490510001475,10.59,14
Candidate_053,Food Service Supervisor,0.42907199263572693,0.3654799510487228,36.55,9
Candidate_053,Information Technology (IT) Analyst,0.5230597853660583,0.8854812503483211,88.55,2
Candidate_053,Inside Sales Representative,0.4280267059803009,0.3596967487500837,35.97,10
Candidate_053,Licensed Practical Nurse (L.P.N.),0.41219058632850647,0.2720810855285396,27.21,12
Candidate_053,Office Administrator,0.46053624153137207,0.5395605399414259,53.96,4
Candidate_053,Office Manager,0.44060248136520386,0.4292740773571323,42.93,7
Candidate_053,Restaurant Manager,0.38891884684562683,0.143326760987903,14.33,13
Candidate_053,Retail Sales Associate,0.42748555541038513,0.35670275355881126,35.67,11
Candidate_053,Secondary School Teacher,0.44299256801605225,0.44249758359954133,44.25,6
Candidate_053,Software Developer,0.5437585115432739,1.0,100.0,1
Candidate_054,Administrative Assistant,0.4910096824169159,0.6047890473673341,60.48,3
Candidate_054,Bookkeeper,0.4625193178653717,0.4308377603074423,43.08,8
Candidate_054,Continuing Care Assistant,0.4553934931755066,0.38733019570879956,38.73,9
Candidate_054,Delivery Driver,0.39195516705513,0.0,0.0,15
Candidate_054,"Driver, Truck",0.4233745336532593,0.19183465513272735,19.18,13
Candidate_054,Food Service Supervisor,0.4666447937488556,0.45602634076130916,45.6,7
Candidate_054,Information Technology (IT) Analyst,0.521447479724884,0.7906306152212699,79.06,2
Candidate_054,Inside Sales Representative,0.4307863116264343,0.23708814128954367,23.71,11
Candidate_054,Licensed Practical Nurse (L.P.N.),0.4220413863658905,0.1836949668511454,18.37,14
Candidate_054,Office Administrator,0.479267418384552,0.5330952669058249,53.31,4
Candidate_054,Office Manager,0.4670652449131012,0.45859345502318644,45.86,6
Candidate_054,Restaurant Manager,0.4303436875343323,0.23438564759678765,23.44,12
Candidate_054,Retail Sales Associate,0.4318182170391083,0.24338856171182197,24.34,10
Candidate_054,Secondary School Teacher,0.47249916195869446,0.49177087759170185,49.18,5
Candidate_054,Software Developer,0.5557387471199036,1.0,100.0,1
Candidate_055,Administrative Assistant,0.38210996985435486,0.48940983872741306,48.94,3
Candidate_055,Bookkeeper,0.3542470932006836,0.32927745400396474,32.93,9
Candidate_055,Continuing Care Assistant,0.35612449049949646,0.34006715494795015,34.01,7
Candidate_055,Delivery Driver,0.29695314168930054,0.0,0.0,15
Candidate_055,"Driver, Truck",0.3278111219406128,0.17734572157827144,17.73,14
Candidate_055,Food Service Supervisor,0.3803902268409729,0.4795262020423956,47.95,4
Candidate_055,Information Technology (IT) Analyst,0.42823326587677,0.7544877585408974,75.45,2
Candidate_055,Inside Sales Representative,0.34220409393310547,0.2600644213400913,26.01,11
Candidate_055,Licensed Practical Nurse (L.P.N.),0.3466953933238983,0.2858766334420268,28.59,10
Candidate_055,Office Administrator,0.36760884523391724,0.40606956860721993,40.61,6
Candidate_055,Office Manager,0.35603994131088257,0.3395812373103902,33.96,8
Candidate_055,Restaurant Manager,0.32811105251312256,0.1790694702932531,17.91,13
Candidate_055,Retail Sales Associate,0.3389754891395569,0.24150911596560587,24.15,12
Candidate_055,Secondary School Teacher,0.3796464204788208,0.4752514285498964,47.53,5
Candidate_055,Software Developer,0.4709521532058716,1.0,100.0,1
Candidate_056,Administrative Assistant,0.45794782042503357,0.4171239908329019,41.71,7
Candidate_056,Bookkeeper,0.46159523725509644,0.4387495427936325,43.87,4
Candidate_056,Continuing Care Assistant,0.43816664814949036,0.2998413250944893,29.98,11
Candidate_056,Delivery Driver,0.38759469985961914,0.0,0.0,15
Candidate_056,"Driver, Truck",0.4227481782436371,0.2084251427279008,20.84,13
Candidate_056,Food Service Supervisor,0.4821678102016449,0.5607244269238448,56.07,3
Candidate_056,Information Technology (IT) Analyst,0.5271605849266052,0.8274868050684087,82.75,2
Candidate_056,Inside Sales Representative,0.44495150446891785,0.3400687709055955,34.01,10
Candidate_056,Licensed Practical Nurse (L.P.N.),0.42188122868537903,0.20328499461954247,20.33,14
Candidate_056,Office Administrator,0.4584389925003052,0.42003615243392817,42.0,5
Candidate_056,Office Manager,0.45717114210128784,0.4125190613089443,41.25,8
Candidate_056,Restaurant Manager,0.42846065759658813,0.24229446033745805,24.23,12
Candidate_056,Retail Sales Associate,0.4457589387893677,0.3448560528822113,34.49,9
Candidate_056,Secondary School Teacher,0.4580744802951813,0.4178749578133255,41.79,6
Candidate_056,Software Developer,0.5562570691108704,1.0,100.0,1
Candidate_057,Administrative Assistant,0.48791372776031494,0.5875718427911064,58.76,3
Candidate_057,Bookkeeper,0.4453904628753662,0.3601038400541774,36.01,7
Candidate_057,Continuing Care Assistant,0.4419156312942505,0.3415160622402644,34.15,8
Candidate_057,Delivery Driver,0.37807202339172363,0.0,0.0,15
Candidate_057,"Driver, Truck",0.39211565256118774,0.07512302470186796,7.51,14
Candidate_057,Food Service Supervisor,0.44041526317596436,0.3334902029803958,33.35,9
Candidate_057,Information Technology (IT) Analyst,0.5494588017463684,0.916792449340988,91.68,2
Candidate_057,Inside Sales Representative,0.4309115409851074,0.28265232138381985,28.27,10
Candidate_057,Licensed Practical Nurse (L.P.N.),0.41007542610168457,0.17119452410149083,17.12,12
Candidate_057,Office Administrator,0.48615214228630066,0.5781486639616218,57.81,4
Candidate_057,Office Manager,0.46506044268608093,0.4653236775601796,46.53,5
Candidate_057,Restaurant Manager,0.3965015113353729,0.09858412389896319,9.86,13
Candidate_057,Retail Sales Associate,0.41890814900398254,0.2184430559992756,21.84,11
Candidate_057,Secondary School Teacher,0.4637147784233093,0.4581253694567145,45.81,6
Candidate_057,Software Developer,0.5650137662887573,1.0,100.0,1
Candidate_058,Administrative Assistant,0.3887931704521179,0.42190882797383983,42.19,3
Candidate_058,Bookkeeper,0.3747917115688324,0.3416993594831476,34.17,8
Candidate_058,Continuing Care Assistant,0.36771366000175476,0.3011516737828566,30.12,10
Candidate_058,Delivery Driver,0.31514427065849304,0.0,0.0,15
Candidate_058,"Driver, Truck",0.3464781641960144,0.1795009339625879,17.95,14
Candidate_058,Food Service Supervisor,0.3852701485157013,0.4017266655751514,40.17,5
Candidate_058,Information Technology (IT) Analyst,0.4385066032409668,0.7066997239855012,70.67,2
Candidate_058,Inside Sales Representative,0.3793342709541321,0.3677220958936548,36.77,6
Candidate_058,Licensed Practical Nurse (L.P.N.),0.35162562131881714,0.20898891827481633,20.9,12
Candidate_058,Office Administrator,0.37296009063720703,0.3312066427864984,33.12,9
Candidate_058,Office Manager,0.36320868134498596,0.2753442242425308,27.53,11
Candidate_058,Restaurant Manager,0.3506532907485962,0.2034187759857313,20.34,13
Candidate_058,Retail Sales Associate,0.37779897451400757,0.3589269187292919,35.89,7
Candidate_058,Secondary School Teacher,0.3858858644962311,0.4052538874133325,40.53,4
Candidate_058,Software Developer,0.4897054433822632,1.0,100.0,1
Candidate_059,Administrative Assistant,0.44641122221946716,0.5575004726839997,55.75,3
Candidate_059,Bookkeeper,0.43077486753463745,0.4612821830866971,46.13,7
Candidate_059,Continuing Care Assistant,0.42287084460258484,0.41264478755627965,41.26,9
Candidate_059,Delivery Driver,0.35581228137016296,0.0,0.0,15
Candidate_059,"Driver, Truck",0.37950941920280457,0.1458203089253559,14.58,14
Candidate_059,Food Service Supervisor,0.42966267466545105,0.4544383056144589,45.44,8
Candidate_059,Information Technology (IT) Analyst,0.4966408908367157,0.8665886776273115,86.66,2
Candidate_059,Inside Sales Representative,0.4106615483760834,0.3375148980277111,33.75,10
Candidate_059,Licensed Practical Nurse (L.P.N.),0.3929998576641083,0.2288337056426641,22.88,13
Candidate_059,Office Administrator,0.4344964027404785,0.48418264546426004,48.42,5
Candidate_059,Office Manager,0.4322270452976227,0.4702181571907661,47.02,6
Candidate_059,Restaurant Manager,0.4017932415008545,0.2829437824219503,28.29,12
Candidate_059,Retail Sales Associate,0.40893206000328064,0.326872493422311,32.69,11
Candidate_059,Secondary School Teacher,0.44191545248031616,0.5298357590443109,52.98,4
Candidate_059,Software Developer,0.5183214545249939,1.0,100.0,1
Candidate_060,Administrative Assistant,0.5059747695922852,0.4914502244560235,49.15,3
Candidate_060,Bookkeeper,0.4762769639492035,0.28438777655965974,28.44,8
Candidate_060,Continuing Care Assistant,0.4817570447921753,0.32259662497267544,32.26,7
Candidate_060,Delivery Driver,0.450322687625885,0.1034263933021425,10.34,13
Candidate_060,"Driver, Truck",0.4627203047275543,0.1898664817048185,18.99,12
Candidate_060,Food Service Supervisor,0.47169142961502075,0.2524159879514367,25.24,10
Candidate_060,Information Technology (IT) Analyst,0.5548816323280334,0.8324442641740591,83.24,2
Candidate_060,Inside Sales Representative,0.4731636345386505,0.26268066403409107,26.27,9
Candidate_060,Licensed Practical Nurse (L.P.N.),0.4445728063583374,0.06333641141322101,6.33,14
Candidate_060,Office Administrator,0.49364081025123596,0.4054539779957461,40.55,4
Candidate_060,Office Manager,0.4834412932395935,0.33433973524080085,33.43,6
Candidate_060,Restaurant Manager,0.43548882007598877,0.0,0.0,15
Candidate_060,Retail Sales Associate,0.4640868604183197,0.1993945380843815,19.94,11
Candidate_060,Secondary School Teacher,0.48452624678611755,0.34190437284053027,34.19,5
Candidate_060,Software Developer,0.5789132118225098,1.0,100.0,1
Candidate_061,Administrative Assistant,0.5088010430335999,0.48083133351898283,48.08,3
Candidate_061,Bookkeeper,0.4850398898124695,0.3393238133828446,33.93,8
Candidate_061,Continuing Care Assistant,0.4824683666229248,0.32400932649163433,32.4,9
Candidate_061,Delivery Driver,0.4280625283718109,0.0,0.0,15
Candidate_061,"Driver, Truck",0.4488263428211212,0.12365712488549988,12.37,13
Candidate_061,Food Service Supervisor,0.49087390303611755,0.3740677812381473,37.41,6
Candidate_061,Information Technology (IT) Analyst,0.5628004670143127,0.8024202945082711,80.24,2
Candidate_061,Inside Sales Representative,0.45862457156181335,0.1820096399304755,18.2,10
Candidate_061,Licensed Practical Nurse (L.P.N.),0.44191649556159973,0.08250611924555307,8.25,14
Candidate_061,Office Administrator,0.49755287170410156,0.4138438091302995,41.38,4
Candidate_061,Office Manager,0.4872266352176666,0.35234678901785554,35.23,7
Candidate_061,Restaurant Manager,0.45204275846481323,0.14281221374967099,14.28,12
Candidate_061,Retail Sales Associate,0.4534159302711487,0.1509900212503015,15.1,11
Candidate_061,Secondary School Teacher,0.49361035227775574,0.3903644711571484,39.04,5
Candidate_061,Software Developer,0.5959769487380981,1.0,100.0,1
Candidate_062,Administrative Assistant,0.4910988211631775,0.5005136650935003,50.05,3
Candidate_062,Bookkeeper,0.4639931619167328,0.35766513810531164,35.77,8
Candidate_062,Continuing Care Assistant,0.4642505943775177,0.3590218233453835,35.9,7
Candidate_062,Delivery Driver,0.39612582325935364,0.0,0.0,15
Candidate_062,"Driver, Truck",0.4099430739879608,0.07281777933022972,7.28,14
Candidate_062,Food Service Supervisor,0.4579256474971771,0.32568895595704656,32.57,9
Candidate_062,Information Technology (IT) Analyst,0.5475069880485535,0.7977882481028317,79.78,2
Candidate_062,Inside Sales Representative,0.44876420497894287,0.27740757837024693,27.74,10
Candidate_062,Licensed Practical Nurse (L.P.N.),0.4186442792415619,0.1186736776206147,11.87,13
Candidate_062,Office Administrator,0.47947120666503906,0.4392354062493276,43.92,5
Candidate_062,Office Manager,0.468517005443573,0.38150607767659095,38.15,6
Candidate_062,Restaurant Manager,0.4404364228248596,0.23351964327251076,23.35,12
Candidate_062,Retail Sales Associate,0.44305768609046936,0.24733386534828317,24.73,11
Candidate_062,Secondary School Teacher,0.482709139585495,0.4562995161449156,45.63,4
Candidate_062,Software Developer,0.5858768820762634,1.0,100.0,1
Candidate_063,Administrative Assistant,0.48650887608528137,0.47986316918591654,47.99,4
Candidate_063,Bookkeeper,0.4654681384563446,0.38064790025662104,38.06,7
Candidate_063,Continuing Care Assistant,0.4553581774234772,0.33297549825103945,33.3,9
Candidate_063,Delivery Driver,0.3847435414791107,0.0,0.0,15
Candidate_063,"Driver, Truck",0.4049851596355438,0.09544710952493844,9.54,14
Candidate_063,Food Service Supervisor,0.46419861912727356,0.3746616224052448,37.47,8
Candidate_063,Information Technology (IT) Analyst,0.5634049773216248,0.842458221618195,84.25,2
Candidate_063,Inside Sales Representative,0.43890711665153503,0.2554023424308886,25.54,10
Candidate_063,Licensed Practical Nurse (L.P.N.),0.4347880184650421,0.23597919094607445,23.6,11
Candidate_063,Office Administrator,0.4917374551296234,0.5045179548284618,50.45,3
Candidate_063,Office Manager,0.4738853871822357,0.4203385047739997,42.03,6
Candidate_063,Restaurant Manager,0.4216892421245575,0.1742133612406286,17.42,13
Candidate_063,Retail Sales Associate,0.4323309659957886,0.22439323204056918,22.44,12
Candidate_063,Secondary School Teacher,0.4798424541950226,0.4484283947829247,44.84,5
Candidate_063,Software Developer,0.5968151092529297,1.0,100.0,1
